timestamp,ip_address,user_id,url,action,category,response_time
2025-07-04 13:18:05.793031,192.168.1.3,user9,http://company-shared-drive.com/HR_docs,BLOCK,Malware,171
2025-07-04 02:42:05.793035,192.168.1.7,user8,http://company-shared-drive.com/HR_docs,ALLOW,Education,181
2025-07-04 06:00:05.793040,192.168.1.6,user1,http://malicious-website.com/phishing,BLOCK,Phishing,162
2025-07-04 09:12:05.793044,192.168.1.7,user1,http://company-shared-drive.com/HR_docs,BLOCK,E-commerce,226
2025-07-04 09:34:05.793049,192.168.1.8,user2,http://company-shared-drive.com/HR_docs,BLOCK,Education,113
2025-07-04 09:57:05.793053,192.168.1.2,user6,http://company-shared-drive.com/HR_docs,BLOCK,Education,278
2025-07-03 23:32:05.793057,192.168.1.1,user5,http://company-shared-drive.com/report,BLOCK,Education,224
2025-07-04 00:54:05.793062,197.123.30.51,user4,http://malicious-website.com/phishing,ALLOW,Education,129
2025-07-04 07:24:05.793066,192.168.1.5,user6,http://malicious-website.com/phishing,BLOCK,Phishing,246
2025-07-04 13:35:05.793071,192.168.1.8,user6,http://company-shared-drive.com/report,ALLOW,News,229
2025-07-04 12:36:05.793075,192.168.1.8,user3,http://company-shared-drive.com/report,BLOCK,Phishing,238
2025-07-04 13:55:05.793079,192.168.1.10,user8,http://malicious-website.com/malware,ALLOW,E-commerce,267
2025-07-04 02:59:05.793084,192.168.1.9,user9,http://company-shared-drive.com/report,BLOCK,News,60
2025-07-04 00:43:05.793088,192.168.1.1,user2,http://malicious-website.com/fraud,BLOCK,Malware,160
2025-07-04 03:27:05.793092,192.168.1.8,user10,http://company-shared-drive.com/HR_docs,ALLOW,E-commerce,81
2025-07-04 06:26:05.793097,197.123.26.219,user6,http://company-shared-drive.com/report,ALLOW,Education,291
2025-07-04 04:23:05.793102,192.168.1.7,user8,http://company-shared-drive.com/project,ALLOW,Malware,297
2025-07-04 01:48:05.793107,192.168.1.4,user6,http://company-shared-drive.com/document1,ALLOW,Social Media,197
2025-07-04 03:12:05.793111,192.168.1.1,user10,http://company-shared-drive.com/document1,ALLOW,Phishing,124
2025-07-03 22:59:05.793115,192.168.1.8,user5,http://company-shared-drive.com/report,BLOCK,E-commerce,101
2025-07-04 01:21:05.793120,192.168.1.4,user6,http://company-shared-drive.com/HR_docs,ALLOW,Phishing,251
2025-07-04 01:54:05.793124,192.168.1.4,user9,http://company-shared-drive.com/HR_docs,ALLOW,Education,108
2025-07-03 22:48:05.793129,192.168.1.4,user7,http://company-shared-drive.com/HR_docs,BLOCK,Malware,126
2025-07-04 03:35:05.793133,192.168.1.8,user7,http://company-shared-drive.com/HR_docs,ALLOW,News,293
2025-07-04 00:43:05.793138,197.123.9.78,user10,http://company-shared-drive.com/report,ALLOW,Education,159
2025-07-04 14:36:05.793142,192.168.1.10,user5,http://company-shared-drive.com/HR_docs,ALLOW,Education,124
2025-07-04 00:45:05.793146,192.168.1.7,user3,http://company-shared-drive.com/document1,ALLOW,Phishing,291
2025-07-04 03:03:05.793150,192.168.1.2,user9,http://company-shared-drive.com/report,BLOCK,E-commerce,140
2025-07-04 01:05:05.793155,192.168.1.4,user6,http://malicious-website.com/malware,BLOCK,News,60
2025-07-04 15:03:05.793160,192.168.1.7,user5,http://company-shared-drive.com/document1,BLOCK,Social Media,266
2025-07-04 08:28:05.793164,192.168.1.5,user4,http://malicious-website.com/fraud,BLOCK,News,229
2025-07-04 05:29:05.793169,192.168.1.9,user8,http://company-shared-drive.com/report,ALLOW,Malware,53
2025-07-04 08:45:05.793173,192.168.1.9,user7,http://company-shared-drive.com/report,BLOCK,Social Media,237
2025-07-04 07:28:05.793178,192.168.1.1,user8,http://malicious-website.com/phishing,BLOCK,Phishing,82
2025-07-04 11:12:05.793183,192.168.1.2,user5,http://company-shared-drive.com/report,ALLOW,Social Media,275
2025-07-04 05:05:05.793187,192.168.1.1,user5,http://malicious-website.com/phishing,BLOCK,News,165
2025-07-04 07:28:05.793191,192.168.1.9,user7,http://company-shared-drive.com/document1,BLOCK,Malware,248
2025-07-04 06:10:05.793196,192.168.1.9,user3,http://company-shared-drive.com/HR_docs,ALLOW,Malware,156
2025-07-04 12:22:05.793200,192.168.1.10,user8,http://company-shared-drive.com/project,BLOCK,News,249
2025-07-03 23:24:05.793205,192.168.1.1,user7,http://malicious-website.com/phishing,ALLOW,Education,253
2025-07-04 13:21:05.793210,192.168.1.4,user5,http://malicious-website.com/phishing,BLOCK,News,171
2025-07-04 12:35:05.793214,192.168.1.6,user2,http://company-shared-drive.com/HR_docs,ALLOW,Education,298
2025-07-04 06:14:05.793218,197.123.253.216,user3,http://company-shared-drive.com/report,BLOCK,News,199
2025-07-04 11:52:05.793223,192.168.1.9,user5,http://company-shared-drive.com/HR_docs,ALLOW,Education,157
2025-07-04 00:49:05.793227,197.123.93.83,user1,http://company-shared-drive.com/report,BLOCK,E-commerce,104
2025-07-04 05:42:05.793231,192.168.1.10,user2,http://company-shared-drive.com/HR_docs,BLOCK,Social Media,82
2025-07-04 09:22:05.793235,192.168.1.8,user3,http://company-shared-drive.com/document1,ALLOW,E-commerce,262
2025-07-04 11:52:05.793240,192.168.1.6,user1,http://company-shared-drive.com/report,ALLOW,News,276
2025-07-04 04:20:05.793244,192.168.1.9,user6,http://company-shared-drive.com/report,BLOCK,News,52
2025-07-04 14:49:05.793248,192.168.1.6,user4,http://company-shared-drive.com/HR_docs,BLOCK,Phishing,252
2025-07-04 09:59:05.793253,197.123.229.117,user5,http://company-shared-drive.com/HR_docs,BLOCK,Social Media,260
2025-07-04 15:08:05.793257,197.123.51.79,user9,http://company-shared-drive.com/document1,ALLOW,Malware,161
2025-07-04 14:32:05.793261,192.168.1.9,user7,http://company-shared-drive.com/HR_docs,BLOCK,News,167
2025-07-04 06:37:05.793266,192.168.1.9,user7,http://malicious-website.com/phishing,ALLOW,Malware,200
2025-07-04 13:46:05.793270,192.168.1.6,user1,http://company-shared-drive.com/project,ALLOW,Malware,285
2025-07-04 08:38:05.793275,197.123.169.108,user1,http://malicious-website.com/phishing,ALLOW,E-commerce,262
2025-07-04 13:14:05.793279,192.168.1.4,user4,http://company-shared-drive.com/HR_docs,BLOCK,E-commerce,139
2025-07-04 04:57:05.793283,192.168.1.5,user1,http://company-shared-drive.com/project,BLOCK,Social Media,299
2025-07-04 13:23:05.793288,192.168.1.2,user6,http://company-shared-drive.com/document1,ALLOW,News,178
2025-07-04 14:28:05.793292,197.123.209.91,user2,http://company-shared-drive.com/project,BLOCK,Education,112
2025-07-04 01:11:05.793296,192.168.1.9,user6,http://company-shared-drive.com/report,BLOCK,Malware,230
2025-07-04 02:28:05.793300,192.168.1.3,user1,http://company-shared-drive.com/HR_docs,BLOCK,Malware,91
2025-07-04 00:29:05.793305,192.168.1.8,user8,http://company-shared-drive.com/document1,ALLOW,Malware,193
2025-07-04 08:51:05.793309,192.168.1.7,user8,http://company-shared-drive.com/project,BLOCK,Phishing,193
2025-07-04 09:36:05.793313,192.168.1.2,user3,http://malicious-website.com/malware,ALLOW,E-commerce,54
2025-07-04 06:22:05.793318,192.168.1.3,user10,http://company-shared-drive.com/document1,BLOCK,Social Media,170
2025-07-04 12:52:05.793322,192.168.1.7,user7,http://company-shared-drive.com/HR_docs,ALLOW,Social Media,173
2025-07-04 14:27:05.793327,192.168.1.7,user10,http://company-shared-drive.com/project,ALLOW,Education,51
2025-07-04 10:07:05.793332,192.168.1.3,user10,http://company-shared-drive.com/HR_docs,ALLOW,Phishing,51
2025-07-04 03:58:05.793337,192.168.1.6,user8,http://company-shared-drive.com/document1,BLOCK,Education,161
2025-07-04 05:41:05.793341,192.168.1.10,user7,http://company-shared-drive.com/report,ALLOW,Social Media,179
2025-07-04 12:38:05.793345,192.168.1.8,user6,http://company-shared-drive.com/document1,ALLOW,Social Media,174
2025-07-04 04:53:05.793350,192.168.1.5,user1,http://malicious-website.com/phishing,BLOCK,Social Media,148
2025-07-04 11:10:05.793354,192.168.1.5,user2,http://company-shared-drive.com/report,BLOCK,Education,226
2025-07-04 03:21:05.793359,192.168.1.1,user2,http://malicious-website.com/malware,BLOCK,E-commerce,186
