timestamp,ip_address,user_id,url,action,category,response_time
2025-07-05 18:41:26.118773,192.168.1.8,user7,http://company-shared-drive.com/HR_docs,BLOCK,Files,188
2025-07-05 15:57:26.118775,192.168.1.10,user8,http://company-shared-drive.com/HR_docs,ALLOW,Social Media,243
2025-07-05 14:37:26.118777,192.168.1.3,user3,http://company-shared-drive.com/document1,ALLOW,Education,222
2025-07-05 19:49:26.118779,192.168.1.9,user9,http://company-shared-drive.com/project,ALLOW,Social Media,183
2025-07-05 10:44:26.118782,192.168.1.3,user9,http://company-shared-drive.com/document1,BLOCK,Files,190
2025-07-05 14:34:26.118783,192.168.1.2,user3,http://company-shared-drive.com/document1,ALLOW,News,160
2025-07-05 19:33:26.118785,192.168.1.9,user9,http://news-website.com/company-news,ALLOW,Education,110
2025-07-05 09:43:26.118788,192.168.1.1,user3,http://company-shared-drive.com/document1,BLOCK,Files,121
2025-07-05 15:48:26.118791,192.168.1.1,user10,http://company-shared-drive.com/report,ALLOW,Education,54
2025-07-05 17:41:26.118794,192.168.1.10,user2,http://company-shared-drive.com/report,ALLOW,Social Media,186
2025-07-05 09:09:26.118798,192.168.1.2,user9,http://company-shared-drive.com/project,ALLOW,Internal,84
2025-07-05 18:54:26.118801,192.168.1.2,user3,http://company-shared-drive.com/report,ALLOW,Social Media,167
2025-07-05 13:19:26.118805,192.168.1.5,user10,http://company-shared-drive.com/document1,BLOCK,News,207
2025-07-05 06:32:26.118808,192.168.1.9,user5,http://news-website.com/industry-news,ALLOW,Education,147
2025-07-05 12:15:26.118811,192.168.1.5,user8,http://company-shared-drive.com/HR_docs,BLOCK,Social Media,147
2025-07-05 19:26:26.118814,192.168.1.6,user1,http://company-shared-drive.com/document1,ALLOW,News,105
2025-07-05 20:45:26.118826,192.168.1.9,user7,http://company-shared-drive.com/project,ALLOW,News,77
2025-07-05 14:08:26.118830,192.168.1.9,user5,http://company-shared-drive.com/document1,BLOCK,Social Media,276
2025-07-05 18:41:26.118833,192.168.1.6,user8,http://company-shared-drive.com/report,ALLOW,E-commerce,98
2025-07-05 12:24:26.118835,192.168.1.4,user9,http://company-shared-drive.com/report,ALLOW,News,93
2025-07-05 20:03:26.118837,192.168.1.1,user5,http://company-shared-drive.com/project,BLOCK,Internal,83
2025-07-05 08:22:26.118838,192.168.1.7,user9,http://company-shared-drive.com/HR_docs,ALLOW,E-commerce,295
2025-07-05 21:05:26.118841,192.168.1.10,user10,http://news-website.com/external-articles,ALLOW,Education,240
2025-07-05 14:03:26.118842,192.168.1.8,user4,http://company-shared-drive.com/HR_docs,ALLOW,Social Media,100
2025-07-05 10:19:26.118844,192.168.1.9,user7,http://company-shared-drive.com/report,BLOCK,E-commerce,249
2025-07-05 08:19:26.118846,192.168.1.2,user8,http://company-shared-drive.com/HR_docs,ALLOW,Education,265
2025-07-05 09:19:26.118848,192.168.1.1,user2,http://company-shared-drive.com/project,ALLOW,Social Media,273
2025-07-05 08:27:26.118850,192.168.1.9,user9,http://company-shared-drive.com/HR_docs,BLOCK,Internal,126
2025-07-05 10:33:26.118852,192.168.1.1,user8,http://company-shared-drive.com/HR_docs,BLOCK,Internal,98
2025-07-05 08:54:26.118854,192.168.1.6,user7,http://news-website.com/industry-news,ALLOW,Education,110
2025-07-05 09:50:26.118856,192.168.1.3,user5,http://company-shared-drive.com/report,ALLOW,News,109
2025-07-05 14:29:26.118857,192.168.1.4,user2,http://company-shared-drive.com/report,ALLOW,E-commerce,126
2025-07-05 15:31:26.118859,192.168.1.3,user1,http://company-shared-drive.com/HR_docs,ALLOW,Files,201
2025-07-05 07:57:26.118861,192.168.1.7,user10,http://news-website.com/external-articles,ALLOW,Education,288
2025-07-05 16:10:26.118863,192.168.1.4,user9,http://company-shared-drive.com/HR_docs,BLOCK,News,164
2025-07-05 19:49:26.118865,192.168.1.1,user2,http://news-website.com/external-articles,ALLOW,Files,134
2025-07-05 09:12:26.118867,192.168.1.8,user9,http://company-shared-drive.com/report,ALLOW,Education,187
2025-07-05 14:49:26.118869,192.168.1.6,user4,http://news-website.com/company-news,ALLOW,Internal,90
2025-07-05 07:43:26.118871,192.168.1.8,user9,http://company-shared-drive.com/document1,BLOCK,Internal,59
2025-07-05 06:51:26.118873,192.168.1.3,user3,http://company-shared-drive.com/project,ALLOW,News,85
2025-07-05 21:32:26.118875,192.168.1.2,user5,http://company-shared-drive.com/HR_docs,ALLOW,Files,116
2025-07-05 08:37:26.118877,192.168.1.3,user10,http://news-website.com/external-articles,ALLOW,Files,290
2025-07-05 11:12:26.118879,192.168.1.4,user4,http://company-shared-drive.com/HR_docs,ALLOW,Internal,280
2025-07-05 15:21:26.118881,192.168.1.1,user10,http://news-website.com/industry-news,BLOCK,Education,84
2025-07-05 14:47:26.118882,192.168.1.1,user9,http://company-shared-drive.com/report,ALLOW,E-commerce,151
2025-07-05 18:51:26.118884,192.168.1.5,user1,http://news-website.com/company-news,ALLOW,Social Media,234
2025-07-05 07:16:26.118887,192.168.1.2,user8,http://company-shared-drive.com/report,ALLOW,Social Media,136
2025-07-05 20:17:26.118888,192.168.1.7,user2,http://company-shared-drive.com/project,ALLOW,E-commerce,238
2025-07-05 14:17:26.118890,192.168.1.9,user2,http://company-shared-drive.com/document1,ALLOW,Social Media,107
2025-07-05 12:04:26.118892,192.168.1.8,user5,http://company-shared-drive.com/report,BLOCK,News,262
2025-07-05 09:56:26.118894,192.168.1.8,user2,http://company-shared-drive.com/HR_docs,ALLOW,Social Media,193
2025-07-05 07:22:26.118896,192.168.1.2,user9,http://company-shared-drive.com/document1,ALLOW,News,99
2025-07-05 11:21:26.118898,192.168.1.2,user9,http://company-shared-drive.com/report,ALLOW,Education,115
2025-07-05 10:20:26.118900,192.168.1.1,user2,http://company-shared-drive.com/project,BLOCK,News,228
2025-07-05 15:14:26.118902,192.168.1.1,user9,http://company-shared-drive.com/document1,ALLOW,E-commerce,273
2025-07-05 13:36:26.118904,192.168.1.6,user2,http://company-shared-drive.com/project,ALLOW,Internal,94
2025-07-05 13:02:26.118906,192.168.1.9,user6,http://company-shared-drive.com/document1,ALLOW,News,139
2025-07-05 10:24:26.118907,192.168.1.3,user5,http://company-shared-drive.com/report,ALLOW,E-commerce,162
2025-07-05 16:16:26.118911,192.168.1.3,user3,http://company-shared-drive.com/HR_docs,ALLOW,News,118
2025-07-05 16:24:26.118913,192.168.1.10,user7,http://news-website.com/company-news,BLOCK,Social Media,160
2025-07-05 12:45:26.118915,192.168.1.5,user8,http://company-shared-drive.com/HR_docs,ALLOW,E-commerce,149
2025-07-05 15:55:26.118917,192.168.1.2,user7,http://news-website.com/company-news,ALLOW,Internal,72
2025-07-05 18:48:26.118919,192.168.1.10,user7,http://company-shared-drive.com/HR_docs,BLOCK,Social Media,114
2025-07-05 05:36:26.118921,192.168.1.9,user2,http://company-shared-drive.com/HR_docs,ALLOW,Education,230
2025-07-05 17:53:26.118923,192.168.1.8,user8,http://company-shared-drive.com/report,ALLOW,Social Media,225
2025-07-05 17:41:26.118925,192.168.1.7,user9,http://company-shared-drive.com/HR_docs,ALLOW,Social Media,297
2025-07-05 12:27:26.118927,192.168.1.3,user3,http://company-shared-drive.com/report,BLOCK,E-commerce,290
2025-07-05 09:45:26.118928,192.168.1.3,user3,http://company-shared-drive.com/document1,ALLOW,Files,111
2025-07-05 19:08:26.118930,192.168.1.2,user3,http://company-shared-drive.com/document1,ALLOW,Internal,176
